实际电压(V),容量(Ah),能量(Wh)
3.2717,17.10768,56.4
3.272,17.02229,56.12068
3.2718,16.89427,55.7019
3.2721,16.80892,55.42272
3.2719,16.6809,55.00394
3.2721,16.59555,54.72475
3.272,16.4675,54.30584
3.2719,16.3822,54.02679
3.2723,16.2541,53.6077
3.2721,16.12613,53.18903
3.272,16.04084,52.90995
3.2721,15.91279,52.49098
3.2723,15.82749,52.2119
3.2721,15.69944,51.79293
3.2723,15.61415,51.51386
3.2721,15.48611,51.0949
3.2724,15.40078,50.81569
3.2723,15.27282,50.39703
3.2727,15.18749,50.11783
3.2724,15.0595,49.69903
3.2726,14.97409,49.41956
3.2725,14.84614,49.00093
3.2727,14.76082,48.72175
3.2727,14.63283,48.30298
3.2731,14.5464,48.02017
3.2728,14.41936,47.60447
3.2732,14.33421,47.32583
3.273,14.20628,46.90719
3.2729,14.12097,46.628
3.2731,13.993,46.20918
3.2731,13.86503,45.79035
3.2734,13.77973,45.51114
3.2734,13.65172,45.09218
3.2734,13.56646,44.81312
3.2735,13.43851,44.39433
3.2737,13.35295,44.11431
3.2739,13.22526,43.69637
3.2741,13.13996,43.41719
3.2739,13.01198,42.99828
3.2739,12.92669,42.71911
3.274,12.79816,42.29836
3.2742,12.71352,42.02123
3.2743,12.58559,41.60241
3.2743,12.50031,41.3232
3.2746,12.37236,40.90427
3.2752,12.28713,40.62522
3.2749,12.15922,40.20644
3.275,12.07395,39.92725
3.2751,11.94606,39.50843
3.2752,11.86079,39.22921
3.2754,11.73291,38.81039
3.2756,11.64762,38.53105
3.2758,11.51953,38.11157
3.2756,11.39192,37.69362
3.276,11.30595,37.41208
3.2761,11.17878,36.99551
3.2763,11.0936,36.71643
3.2768,10.96576,36.29763
3.2769,10.88049,36.01831
3.277,10.75263,35.59939
3.2772,10.6675,35.32047
3.2772,10.5397,34.90166
3.2774,10.45454,34.6226
3.278,10.32671,34.20368
3.2781,10.24174,33.9252
3.2781,10.11371,33.50554
3.2786,10.02858,33.22649
3.279,9.900833,32.80771
3.2788,9.815672,32.52852
3.2794,9.687901,32.10956
3.2794,9.602756,31.83037
3.2799,9.475091,31.41174
3.2805,9.38996,31.13253
3.2806,9.262276,30.71373
3.2812,9.134564,30.29481
3.2812,9.048397,30.01212
3.2817,8.921861,29.59695
3.2821,8.836776,29.31776
3.2824,8.709161,28.89895
3.2825,8.624094,28.61976
3.283,8.496467,28.20083
3.2835,8.411464,27.92177
3.2841,8.28391,27.50299
3.2844,8.198629,27.22294
3.2852,8.071321,26.80485
3.2854,7.986362,26.52578
3.2857,7.858878,26.107
3.2861,7.773942,25.82794
3.2865,7.646451,25.409
3.287,7.561457,25.12966
3.2882,7.434092,24.71101
3.288,7.349209,24.43196
3.2889,7.221164,24.01094
3.2897,7.136904,23.73382
3.29,7.00954,23.3149
3.2909,6.882244,22.8961
3.2916,6.797397,22.61692
3.2922,6.670148,22.19813
3.2924,6.585375,21.91906
3.2935,6.458177,21.50025
3.2939,6.373353,21.22092
3.2946,6.246207,20.80212
3.2949,6.16019,20.51875
3.2965,6.033143,20.1001
3.2969,5.948434,19.82089
3.2976,5.821401,19.4021
3.298,5.736691,19.12278
3.299,5.609549,18.70343
3.3002,5.525132,18.42493
3.3012,5.398264,18.00627
3.3016,5.313594,17.7268
3.3024,5.186749,17.30801
3.3035,5.101363,17.02601
3.3048,4.974586,16.60721
3.3051,4.890135,16.32815
3.3061,4.763431,15.90935
3.3073,4.679028,15.63031
3.3085,4.552313,15.21124
3.3093,4.425772,14.79258
3.3104,4.341409,14.51339
3.3115,4.214905,14.09459
3.3124,4.130596,13.8154
3.3142,4.004175,13.3966
3.3145,3.919923,13.1174
3.3164,3.793589,12.69862
3.3175,3.709396,12.41943
3.3184,3.583153,12.00063
3.3196,3.499022,11.72143
3.3213,3.372875,11.30263
3.3225,3.288809,11.02343
3.3237,3.162762,10.60463
3.3249,3.078722,10.32529
3.3266,2.95282,9.90665
3.3277,2.868851,9.627327
3.3293,2.74201,9.205169
3.3305,2.659206,8.929473
3.3322,2.533486,8.510676
3.3334,2.449712,8.231502
3.336,2.324112,7.812696
3.3381,2.198545,7.393755
3.339,2.114946,7.11471
3.3415,1.98951,6.695791
3.3432,1.906002,6.416733
3.3449,1.780749,5.997944
3.3469,1.697255,5.718618
3.3496,1.572151,5.299829
3.3512,1.488802,5.020638
3.3534,1.363904,4.602011
3.3557,1.280668,4.32283
3.3587,1.155947,3.90422
3.3606,1.072753,3.624773
3.3643,0.948227,3.206163
3.3663,0.865211,2.926847
3.3697,0.740904,2.508245
3.3724,0.658086,2.229088
3.3769,0.53399,1.810365
3.38,0.451314,1.531076
3.3858,0.327526,1.112358
3.39,0.245126,0.833225
3.3989,0.120491,0.410266
3.4075,0.038516,0.131384
